Control,State,County,Type,Type,Date,Post Data,Parcels
63,MN,Winona,Deed,OTC,2/10/2014,n/a,1
5283,MO,Adair,Lien,n/a,8/26/2013,8/15/2013,12
12727,MO,Adair,Lien,n/a,8/24/2015,8/17/2015,8
5197,MO,Andrew,Lien,n/a,8/26/2013,8/7/2013,31
9437,MO,Andrew,Lien,n/a,8/25/2014,8/19/2014,26
12606,MO,Andrew,Lien,n/a,8/24/2015,8/4/2015,33
12735,MO,Andrew,Lien,n/a,8/24/2015,8/18/2015,27
5428,MO,Atchison,Lien,n/a,8/26/2013,8/22/2013,19
5284,MO,Audrain,Lien,n/a,8/26/2013,8/15/2013,116
12728,MO,Audrain,Lien,n/a,8/24/2015,8/17/2015,78
5285,MO,Barry,Lien,n/a,8/26/2013,8/15/2013,162
12718,MO,Barry,Lien,n/a,8/24/2015,8/15/2015,131
5410,MO,Barton,Lien,n/a,8/26/2013,8/21/2013,39
5411,MO,Bates,Lien,n/a,8/26/2013,8/21/2013,63
5266,MO,Benton,Lien,n/a,8/26/2013,8/13/2013,1456
9438,MO,Benton,Lien,n/a,8/25/2014,8/19/2014,1539
12758,MO,Benton,Lien,n/a,8/24/2015,8/20/2015,1483
5412,MO,Bollinger,Lien,n/a,8/26/2013,8/21/2013,75
5179,MO,Boone,Lien,n/a,8/26/2013,8/2/2013,137
9439,MO,Boone,Lien,n/a,8/25/2014,8/19/2014,169
12736,MO,Buchanan,Lien,n/a,8/24/2015,8/18/2015,620
5445,MO,Butler,Lien,n/a,8/26/2013,8/23/2013,238
5413,MO,Caldwell,Lien,n/a,8/26/2013,8/21/2013,68
12729,MO,Caldwell,Lien,n/a,8/24/2015,8/17/2015,40
5277,MO,Callaway,Lien,n/a,8/26/2013,8/14/2013,158
5278,MO,Camden,Lien,n/a,8/26/2013,8/14/2013,646
12730,MO,Camden,Lien,n/a,8/24/2015,8/17/2015,837
5414,MO,Cape Girardeau,Lien,n/a,8/26/2013,8/21/2013,19
12744,MO,Cape Girardeau,Lien,n/a,8/24/2015,8/19/2015,116
5429,MO,Carter,Lien,n/a,8/26/2013,8/22/2013,90
5140,MO,Cass,Lien,n/a,8/26/2013,7/31/2013,252
9440,MO,Cass,Lien,n/a,8/25/2014,8/19/2014,194
12731,MO,Cass,Lien,n/a,8/24/2015,8/17/2015,171
12719,MO,Cedar,Lien,n/a,8/24/2015,8/15/2015,46
5430,MO,Chariton,Lien,n/a,8/26/2013,8/22/2013,240
5279,MO,Christian,Lien,n/a,8/26/2013,8/14/2013,55
9304,MO,Christian,Lien,n/a,8/25/2014,8/4/2014,2
9441,MO,Christian,Lien,n/a,8/25/2014,8/19/2014,62
12720,MO,Christian,Lien,n/a,8/24/2015,8/15/2015,75
5415,MO,City Of Aurora – Lawrence,Lien,n/a,8/26/2013,8/21/2013,22
9305,MO,City Of Aurora – Lawrence,Lien,n/a,8/25/2014,8/4/2014,10
9332,MO,City Of Bourbon – Crawford,Lien,n/a,8/25/2014,8/7/2014,5
5416,MO,City Of Butler – Bates,Lien,n/a,8/26/2013,8/21/2013,4
5431,MO,City Of Center – Ralls,Lien,n/a,8/26/2013,8/22/2013,11
5432,MO,City Of Desloge – St. Francois,Lien,n/a,8/26/2013,8/22/2013,5
12721,MO,City Of Desloge – St. Francois,Lien,n/a,8/24/2015,8/15/2015,8
12708,MO,City Of El Dorado Springs – Cedar,Lien,n/a,8/24/2015,8/14/2015,16
9306,MO,City Of Greenfield – Dade,Lien,n/a,8/25/2014,8/4/2014,2
5417,MO,City Of Hamilton – Caldwell,Lien,n/a,8/26/2013,8/21/2013,16
12745,MO,City Of Humansville – Polk,Lien,n/a,8/24/2015,8/19/2015,5
12746,MO,City Of Lagrange – Lewis,Lien,n/a,8/24/2015,8/19/2015,12
12759,MO,City Of Lilbourn – New Madrid,Lien,n/a,8/24/2015,8/20/2015,21
5446,MO,City Of Macon – Macon,Lien,n/a,8/26/2013,8/23/2013,20
5447,MO,City Of Poplar Bluff – Butler,Lien,n/a,8/26/2013,8/23/2013,14
12760,MO,City Of Scott City – Scott,Lien,n/a,8/24/2015,8/20/2015,6
12722,MO,City Of Shelbina – Shelby,Lien,n/a,8/24/2015,8/15/2015,12
11638,MO,City Of St. Louis – St. Louis,Deed,n/a,5/19/2015,5/6/2015,200
12268,MO,City Of St. Louis – St. Louis,Deed,n/a,7/14/2015,7/6/2015,546
12607,MO,City Of St. Louis – St. Louis,Deed,n/a,8/18/2015,8/4/2015,434
5198,MO,City Of St. Louis – St. Louis,Lien,n/a,8/20/2013,8/7/2013,419
5979,MO,City Of St. Louis – St. Louis,Lien,n/a,10/8/2013,9/25/2013,65
8229,MO,City Of St. Louis – St. Louis,Lien,n/a,5/20/2014,5/6/2014,187
9098,MO,City Of St. Louis – St. Louis,Lien,n/a,7/22/2014,7/14/2014,488
5204,MO,Clark,Lien,n/a,8/26/2013,8/8/2013,5
5448,MO,Clay,Lien,n/a,8/26/2013,8/23/2013,578
12737,MO,Clay,Lien,n/a,8/24/2015,8/18/2015,325
5141,MO,Cole,Lien,n/a,8/26/2013,7/31/2013,58
12761,MO,Cole,Lien,n/a,8/24/2015,8/20/2015,24
5222,MO,Cooper,Lien,n/a,8/26/2013,8/9/2013,36
5418,MO,Crawford,Lien,n/a,8/26/2013,8/21/2013,64
5449,MO,Dade,Lien,n/a,8/26/2013,8/23/2013,18
12762,MO,Dade,Lien,n/a,8/24/2015,8/20/2015,27
5419,MO,Dallas,Lien,n/a,8/26/2013,8/21/2013,48
5267,MO,Daviess,Lien,n/a,8/26/2013,8/13/2013,151
12732,MO,Daviess,Lien,n/a,8/24/2015,8/17/2015,22
12763,MO,Dekalb,Lien,n/a,8/24/2015,8/20/2015,18
5420,MO,Dent,Lien,n/a,8/26/2013,8/21/2013,69
12747,MO,Dent,Lien,n/a,8/24/2015,8/19/2015,35
5450,MO,Douglas,Lien,n/a,8/26/2013,8/23/2013,24
12738,MO,Gasconade,Lien,n/a,8/24/2015,8/18/2015,80
9442,MO,Greene,Lien,n/a,8/25/2014,8/19/2014,226
5451,MO,Grundy,Lien,n/a,8/26/2013,8/23/2013,62
12764,MO,Grundy,Lien,n/a,8/24/2015,8/20/2015,153
5421,MO,Harrison,Lien,n/a,8/26/2013,8/21/2013,34
5452,MO,Henry,Lien,n/a,8/26/2013,8/23/2013,36
5190,MO,Hickory,Lien,n/a,8/26/2013,8/6/2013,27
12748,MO,Hickory,Lien,n/a,8/24/2015,8/19/2015,29
12765,MO,Holt,Lien,n/a,8/24/2015,8/20/2015,41
5422,MO,Howard,Lien,n/a,8/26/2013,8/21/2013,22
12749,MO,Howard,Lien,n/a,8/24/2015,8/19/2015,27
12750,MO,Howell,Lien,n/a,8/24/2015,8/19/2015,12
5433,MO,Iron,Lien,n/a,8/26/2013,8/22/2013,76
12751,MO,Iron,Lien,n/a,8/24/2015,8/19/2015,54
5191,MO,Jackson,Lien,n/a,8/19/2013,8/6/2013,307
5199,MO,Jackson,Lien,n/a,8/26/2013,8/7/2013,2110
5286,MO,Jasper,Lien,n/a,8/26/2013,8/15/2013,463
9443,MO,Jasper,Lien,n/a,8/25/2014,8/19/2014,184
12739,MO,Jasper,Lien,n/a,8/24/2015,8/18/2015,145
9307,MO,Johnson,Lien,n/a,8/25/2014,8/4/2014,48
12766,MO,Johnson,Lien,n/a,8/24/2015,8/20/2015,28
5434,MO,Knox,Lien,n/a,8/26/2013,8/22/2013,13
5453,MO,Laclede,Lien,n/a,8/26/2013,8/23/2013,50
5454,MO,Lafayette,Lien,n/a,8/26/2013,8/23/2013,73
12767,MO,Lafayette,Lien,n/a,8/24/2015,8/20/2015,24
5423,MO,Lawrence,Lien,n/a,8/26/2013,8/21/2013,73
12723,MO,Lawrence,Lien,n/a,8/24/2015,8/15/2015,72
5205,MO,Lewis,Lien,n/a,8/26/2013,8/8/2013,8
5455,MO,Lincoln,Lien,n/a,8/26/2013,8/23/2013,77
5223,MO,Livingston,Lien,n/a,8/26/2013,8/9/2013,19
5456,MO,Macon,Lien,n/a,8/26/2013,8/23/2013,56
5435,MO,Madison,Lien,n/a,8/26/2013,8/22/2013,92
12752,MO,Madison,Lien,n/a,8/24/2015,8/19/2015,54
5436,MO,Marion,Lien,n/a,8/26/2013,8/22/2013,3
9308,MO,Marion,Lien,n/a,8/25/2014,8/4/2014,6
12709,MO,Marion,Lien,n/a,8/24/2015,8/14/2015,2
5206,MO,Mercer,Lien,n/a,8/26/2013,8/8/2013,9
5407,MO,Miller,Lien,n/a,8/26/2013,8/20/2013,177
12768,MO,Miller,Lien,n/a,8/24/2015,8/20/2015,252
5424,MO,Mississippi,Lien,n/a,8/26/2013,8/21/2013,41
5425,MO,Moniteau,Lien,n/a,8/26/2013,8/21/2013,12
5426,MO,Monroe,Lien,n/a,8/26/2013,8/21/2013,6
5427,MO,Montgomery,Lien,n/a,8/26/2013,8/21/2013,39
5437,MO,Morgan,Lien,n/a,8/26/2013,8/22/2013,236
9444,MO,Morgan,Lien,n/a,8/25/2014,8/19/2014,210
12724,MO,Morgan,Lien,n/a,8/24/2015,8/15/2015,96
5438,MO,New Madrid,Lien,n/a,8/26/2013,8/22/2013,191
12769,MO,New Madrid,Lien,n/a,8/24/2015,8/20/2015,211
5439,MO,Newton,Lien,n/a,8/26/2013,8/22/2013,58
12753,MO,Nodaway,Lien,n/a,8/24/2015,8/19/2015,23
5457,MO,Oregon,Lien,n/a,8/26/2013,8/23/2013,22
5440,MO,Osage,Lien,n/a,8/26/2013,8/22/2013,5
5224,MO,Ozark,Lien,n/a,8/26/2013,8/9/2013,33
5441,MO,Pemiscot,Lien,n/a,8/26/2013,8/22/2013,303
5408,MO,Perry,Lien,n/a,8/26/2013,8/20/2013,12
5409,MO,Pettis,Lien,n/a,8/26/2013,8/20/2013,115
12754,MO,Pettis,Lien,n/a,8/24/2015,8/19/2015,174
5207,MO,Pike,Lien,n/a,8/26/2013,8/8/2013,6
12710,MO,Pike,Lien,n/a,8/24/2015,8/14/2015,7
5458,MO,Platte,Lien,n/a,8/26/2013,8/23/2013,114
12740,MO,Platte,Lien,n/a,8/24/2015,8/18/2015,67
12755,MO,Polk,Lien,n/a,8/24/2015,8/19/2015,32
5459,MO,Pulaski,Lien,n/a,8/26/2013,8/23/2013,95
5460,MO,Putnam,Lien,n/a,8/26/2013,8/23/2013,9
12770,MO,Putnam,Lien,n/a,8/24/2015,8/20/2015,11
5442,MO,Ripley,Lien,n/a,8/26/2013,8/22/2013,48
5461,MO,Schuyler,Lien,n/a,8/26/2013,8/23/2013,1
12756,MO,Schuyler,Lien,n/a,8/24/2015,8/19/2015,3
12741,MO,Scotland,Lien,n/a,8/24/2015,8/18/2015,4
5280,MO,Scott,Lien,n/a,8/26/2013,8/14/2013,215
9445,MO,St. Charles,Lien,n/a,8/25/2014,8/19/2014,412
12733,MO,St. Charles,Lien,n/a,8/24/2015,8/17/2015,271
5462,MO,St. Clair,Lien,n/a,8/26/2013,8/23/2013,90
5142,MO,St. Louis,Lien,n/a,8/26/2013,7/31/2013,628
12734,MO,St. Louis,Lien,n/a,8/24/2015,8/17/2015,5099
4832,MO,St. Louis – St. Louis,Lien,n/a,7/23/2013,7/9/2013,487
5208,MO,Ste. Genevieve,Lien,n/a,8/26/2013,8/8/2013,109
12725,MO,Ste. Genevieve,Lien,n/a,8/24/2015,8/15/2015,139
12757,MO,Stoddard,Lien,n/a,8/24/2015,8/19/2015,135
5463,MO,Sullivan,Lien,n/a,8/26/2013,8/23/2013,44
5281,MO,Taney,Lien,n/a,8/26/2013,8/14/2013,1140
9446,MO,Taney,Lien,n/a,8/25/2014,8/19/2014,940
12742,MO,Taney,Lien,n/a,8/24/2015,8/18/2015,870
5464,MO,Texas,Lien,n/a,8/26/2013,8/23/2013,28
5443,MO,Vernon,Lien,n/a,8/26/2013,8/22/2013,91
12726,MO,Vernon,Lien,n/a,8/24/2015,8/15/2015,74
5465,MO,Warren,Lien,n/a,8/26/2013,8/23/2013,32
12743,MO,Warren,Lien,n/a,8/24/2015,8/18/2015,314
5444,MO,Webster,Lien,n/a,8/26/2013,8/22/2013,76
5466,MO,Worth,Lien,n/a,8/26/2013,8/23/2013,9
5209,MO,Wright,Lien,n/a,8/26/2013,8/8/2013,23
1279,MS,Adams,Lien,OTC,6/26/2013,n/a,71
348,MS,Adams,Lien,OTC,12/4/2013,n/a,4
1289,MS,Adams,Lien,OTC,12/4/2013,n/a,74
8870,MS,Adams,Lien,OTC,N/A,6/19/2014,66
5192,MS,Adams,Lien,n/a,8/26/2013,8/6/2013,1931
9317,MS,Adams,Lien,n/a,8/25/2014,8/5/2014,1962
65,MS,Alcorn,Lien,OTC,6/26/2013,n/a,1
64,MS,Alcorn,Lien,OTC,12/4/2013,n/a,1
6746,MS,Alcorn,Lien,OTC,N/A,12/4/2013,1
5200,MS,Alcorn,Lien,n/a,8/26/2013,8/7/2013,950
9333,MS,Alcorn,Lien,n/a,8/25/2014,8/7/2014,929
3706,MS,Amite,Lien,n/a,4/1/2013,3/25/2013,1017
7806,MS,Amite,Lien,n/a,4/7/2014,3/26/2014,1014
11296,MS,Amite,Lien,n/a,4/6/2015,3/31/2015,917
677,MS,Attala,Lien,OTC,6/26/2013,n/a,11
656,MS,Attala,Lien,OTC,12/4/2013,n/a,10
676,MS,Attala,Lien,OTC,12/4/2013,n/a,11
655,MS,Attala,Lien,OTC,6/19/2014,n/a,10
844,MS,Benton,Lien,OTC,6/26/2013,n/a,17
286,MS,Benton,Lien,OTC,12/4/2013,n/a,3
843,MS,Benton,Lien,OTC,12/4/2013,n/a,17
779,MS,Benton,Lien,OTC,6/19/2014,n/a,14
5254,MS,Benton,Lien,n/a,8/26/2013,8/12/2013,566
9346,MS,Benton,Lien,n/a,8/25/2014,8/11/2014,583
1442,MS,Bolivar,Lien,OTC,6/26/2013,n/a,145
1114,MS,Bolivar,Lien,OTC,12/4/2013,n/a,41
1441,MS,Bolivar,Lien,OTC,12/4/2013,n/a,144
1403,MS,Bolivar,Lien,OTC,6/19/2014,n/a,118
3677,MS,Bolivar,Lien,n/a,4/1/2013,3/15/2013,3336
7807,MS,Bolivar,Lien,n/a,4/7/2014,3/26/2014,3025
11297,MS,Bolivar,Lien,n/a,4/6/2015,3/31/2015,2705
481,MS,Calhoun,Lien,OTC,6/26/2013,n/a,6
172,MS,Calhoun,Lien,OTC,12/4/2013,n/a,2
480,MS,Calhoun,Lien,OTC,12/4/2013,n/a,6
551,MS,Calhoun,Lien,OTC,6/19/2014,n/a,7
12785,MS,Carroll,Lien,n/a,8/31/2015,8/24/2015,437
69,MS,Chickasaw,Lien,OTC,6/26/2013,n/a,1
67,MS,Chickasaw,Lien,OTC,12/4/2013,n/a,1
68,MS,Chickasaw,Lien,OTC,12/4/2013,n/a,1
66,MS,Chickasaw,Lien,OTC,6/19/2014,n/a,1
5201,MS,Chickasaw,Lien,n/a,8/26/2013,8/7/2013,891
9431,MS,Chickasaw,Lien,n/a,8/25/2014,8/18/2014,676
173,MS,Choctaw,Lien,OTC,6/26/2013,n/a,2
288,MS,Choctaw,Lien,OTC,12/4/2013,n/a,3
289,MS,Choctaw,Lien,OTC,12/4/2013,n/a,3
287,MS,Choctaw,Lien,OTC,6/19/2014,n/a,3
9309,MS,City Of Vaiden – Carroll,Lien,n/a,8/25/2014,8/4/2014,12
857,MS,Claiborne,Lien,OTC,6/26/2013,n/a,18
747,MS,Claiborne,Lien,OTC,12/4/2013,n/a,13
883,MS,Claiborne,Lien,OTC,12/4/2013,n/a,20
746,MS,Claiborne,Lien,OTC,6/19/2014,n/a,13
349,MS,Clarke,Lien,OTC,6/26/2013,n/a,4
419,MS,Clarke,Lien,OTC,12/4/2013,n/a,5
483,MS,Clarke,Lien,OTC,12/4/2013,n/a,6
482,MS,Clarke,Lien,OTC,6/19/2014,n/a,6
5210,MS,Clarke,Lien,n/a,8/26/2013,8/8/2013,1037
9334,MS,Clarke,Lien,n/a,8/25/2014,8/7/2014,1003
350,MS,Clay,Lien,OTC,6/26/2013,n/a,4
485,MS,Clay,Lien,OTC,12/4/2013,n/a,6
486,MS,Clay,Lien,OTC,12/4/2013,n/a,6
484,MS,Clay,Lien,OTC,6/19/2014,n/a,6
1514,MS,Coahoma,Lien,OTC,6/26/2013,n/a,208
627,MS,Coahoma,Lien,OTC,12/4/2013,n/a,9
1515,MS,Coahoma,Lien,OTC,12/4/2013,n/a,209
1507,MS,Coahoma,Lien,OTC,6/19/2014,n/a,203
3707,MS,Coahoma,Lien,n/a,4/1/2013,3/25/2013,2558
7826,MS,Coahoma,Lien,n/a,4/7/2014,3/31/2014,1971
11313,MS,Coahoma,Lien,n/a,4/6/2015,4/2/2015,2150
801,MS,Copiah,Lien,OTC,6/26/2013,n/a,15
628,MS,Copiah,Lien,OTC,12/4/2013,n/a,9
780,MS,Copiah,Lien,OTC,12/4/2013,n/a,14
748,MS,Copiah,Lien,OTC,6/19/2014,n/a,13
5211,MS,Copiah,Lien,n/a,8/26/2013,8/8/2013,1093
9357,MS,Copiah,Lien,n/a,8/25/2014,8/12/2014,2185
884,MS,County,Lien,OTC,12/4/2013,n/a,20
177,MS,Covington,Lien,OTC,6/26/2013,n/a,2
175,MS,Covington,Lien,OTC,12/4/2013,n/a,2
176,MS,Covington,Lien,OTC,12/4/2013,n/a,2
174,MS,Covington,Lien,OTC,6/19/2014,n/a,2
5212,MS,Covington,Lien,n/a,8/26/2013,8/8/2013,990
9318,MS,Covington,Lien,n/a,8/25/2014,8/5/2014,1176
181,MS,Desoto,Lien,OTC,6/26/2013,n/a,2
179,MS,Desoto,Lien,OTC,12/4/2013,n/a,2
180,MS,Desoto,Lien,OTC,12/4/2013,n/a,2
178,MS,Desoto,Lien,OTC,6/19/2014,n/a,2
1714,MS,Forrest,Lien,OTC,6/26/2013,n/a,599
1204,MS,Forrest,Lien,OTC,12/4/2013,n/a,54
1733,MS,Forrest,Lien,OTC,12/4/2013,n/a,703
1731,MS,Forrest,Lien,OTC,6/19/2014,n/a,683
71,MS,Franklin,Lien,OTC,12/4/2013,n/a,1
72,MS,Franklin,Lien,OTC,12/4/2013,n/a,1
70,MS,Franklin,Lien,OTC,6/19/2014,n/a,1
5213,MS,Franklin,Lien,n/a,8/26/2013,8/8/2013,531
9358,MS,Franklin,Lien,n/a,8/25/2014,8/12/2014,471
781,MS,George,Lien,OTC,6/26/2013,n/a,14
749,MS,George,Lien,OTC,12/4/2013,n/a,13
750,MS,George,Lien,OTC,12/4/2013,n/a,13
714,MS,George,Lien,OTC,6/19/2014,n/a,12
5193,MS,George,Lien,n/a,8/26/2013,8/6/2013,1900
9359,MS,George,Lien,n/a,8/25/2014,8/12/2014,1626
782,MS,Greene,Lien,OTC,6/26/2013,n/a,14
715,MS,Greene,Lien,OTC,12/4/2013,n/a,12
752,MS,Greene,Lien,OTC,12/4/2013,n/a,13
751,MS,Greene,Lien,OTC,6/19/2014,n/a,13
5214,MS,Greene,Lien,n/a,8/26/2013,8/8/2013,849
9335,MS,Greene,Lien,n/a,8/25/2014,8/7/2014,906
552,MS,Grenada,Lien,OTC,6/26/2013,n/a,7
596,MS,Grenada,Lien,OTC,12/4/2013,n/a,8
597,MS,Grenada,Lien,OTC,12/4/2013,n/a,8
595,MS,Grenada,Lien,OTC,6/19/2014,n/a,8
5215,MS,Grenada,Lien,n/a,8/26/2013,8/8/2013,1093
9360,MS,Grenada,Lien,n/a,8/25/2014,8/12/2014,1166
1669,MS,Hancock,Lien,OTC,6/26/2013,n/a,458
1650,MS,Hancock,Lien,OTC,12/4/2013,n/a,412
1789,MS,Hancock,Lien,OTC,12/4/2013,n/a,952
1842,MS,Hancock,Lien,OTC,6/19/2014,n/a,1407
6747,MS,Hancock,n/a,n/a,N/A,12/4/2013,412
1178,MS,Harrison,Lien,OTC,6/26/2013,n/a,50
1151,MS,Harrison,Lien,OTC,12/4/2013,n/a,46
1240,MS,Harrison,Lien,OTC,12/4/2013,n/a,60
1222,MS,Harrison,Lien,OTC,6/19/2014,n/a,57
5216,MS,Harrison,Lien,n/a,8/26/2013,8/8/2013,10521
9310,MS,Harrison,Lien,n/a,8/25/2014,8/4/2014,10349
6748,MS,Harrison,n/a,n/a,N/A,12/4/2013,46
1898,MS,Hinds,Lien,OTC,6/26/2013,n/a,2652
1740,MS,Hinds,Lien,OTC,12/4/2013,n/a,724
1741,MS,Hinds,Lien,OTC,12/4/2013,n/a,724
1905,MS,Hinds,Lien,OTC,12/4/2013,n/a,2852
1916,MS,Hinds,Lien,OTC,6/19/2014,n/a,3217
5268,MS,Hinds,Lien,n/a,8/26/2013,8/13/2013,14931
1270,MS,Holmes,Lien,OTC,6/26/2013,n/a,67
1211,MS,Holmes,Lien,OTC,12/4/2013,n/a,55
1212,MS,Holmes,Lien,OTC,12/4/2013,n/a,55
1277,MS,Holmes,Lien,OTC,12/4/2013,n/a,70
1205,MS,Holmes,Lien,OTC,6/19/2014,n/a,54
1481,MS,Humphreys,Lien,OTC,6/26/2013,n/a,170
1498,MS,Humphreys,Lien,OTC,12/4/2013,n/a,190
1487,MS,Humphreys,Lien,OTC,6/19/2014,n/a,176
5225,MS,Humphreys,Lien,n/a,8/26/2013,8/9/2013,372
9361,MS,Humphreys,Lien,n/a,8/25/2014,8/12/2014,423
184,MS,Issaquena,Lien,OTC,6/26/2013,n/a,2
182,MS,Issaquena,Lien,OTC,12/4/2013,n/a,2
183,MS,Issaquena,Lien,OTC,12/4/2013,n/a,2
73,MS,Issaquena,Lien,OTC,6/19/2014,n/a,1
6749,MS,Issaquena,n/a,n/a,N/A,12/4/2013,2
629,MS,Itawamba,Lien,OTC,6/26/2013,n/a,9
598,MS,Itawamba,Lien,OTC,12/4/2013,n/a,8
717,MS,Itawamba,Lien,OTC,12/4/2013,n/a,12
716,MS,Itawamba,Lien,OTC,6/19/2014,n/a,12
5217,MS,Itawamba,Lien,n/a,8/26/2013,8/8/2013,804
9432,MS,Itawamba,Lien,n/a,8/25/2014,8/18/2014,805
6750,MS,Itawamba,n/a,n/a,N/A,12/4/2013,8
1280,MS,Jackson,Lien,OTC,6/26/2013,n/a,71
987,MS,Jackson,Lien,OTC,12/4/2013,n/a,28
988,MS,Jackson,Lien,OTC,12/4/2013,n/a,28
1278,MS,Jackson,Lien,OTC,12/4/2013,n/a,70
1274,MS,Jackson,Lien,OTC,6/19/2014,n/a,69
5218,MS,Jackson,Lien,n/a,8/26/2013,8/8/2013,1610
9327,MS,Jackson,Lien,n/a,8/25/2014,8/6/2014,26859
9347,MS,Jackson,Lien,n/a,8/25/2014,8/11/2014,8953
871,MS,Jasper,Lien,OTC,6/26/2013,n/a,19
868,MS,Jasper,Lien,OTC,12/4/2013,n/a,19
869,MS,Jasper,Lien,OTC,12/4/2013,n/a,19
870,MS,Jasper,Lien,OTC,12/4/2013,n/a,19
885,MS,Jasper,Lien,OTC,6/19/2014,n/a,20
5154,MS,Jasper,Lien,n/a,8/26/2013,8/1/2013,321
9348,MS,Jasper,Lien,n/a,8/25/2014,8/11/2014,708
12883,MS,Jasper,Lien,n/a,8/31/2015,8/30/2015,1077
1010,MS,Jefferson,Lien,OTC,6/26/2013,n/a,30
947,MS,Jefferson,Lien,OTC,12/4/2013,n/a,25
948,MS,Jefferson,Lien,OTC,12/4/2013,n/a,25
989,MS,Jefferson,Lien,OTC,12/4/2013,n/a,28
946,MS,Jefferson,Lien,OTC,6/19/2014,n/a,25
5226,MS,Jefferson,Lien,n/a,8/26/2013,8/9/2013,794
9362,MS,Jefferson,Lien,n/a,8/25/2014,8/12/2014,1502
12884,MS,Jefferson,Lien,n/a,8/31/2015,8/30/2015,653
631,MS,Jefferson Davis,Lien,OTC,6/26/2013,n/a,9
487,MS,Jefferson Davis,Lien,OTC,12/4/2013,n/a,6
488,MS,Jefferson Davis,Lien,OTC,12/4/2013,n/a,6
630,MS,Jefferson Davis,Lien,OTC,12/4/2013,n/a,9
599,MS,Jefferson Davis,Lien,OTC,6/19/2014,n/a,8
9336,MS,Jefferson Davis,Lien,n/a,8/25/2014,8/7/2014,1232
12868,MS,Jefferson Davis,Lien,n/a,8/31/2015,8/29/2015,933
1414,MS,Jones,Lien,OTC,6/26/2013,n/a,125
1410,MS,Jones,Lien,OTC,12/4/2013,n/a,122
1411,MS,Jones,Lien,OTC,12/4/2013,n/a,122
1412,MS,Jones,Lien,OTC,12/4/2013,n/a,124
1409,MS,Jones,Lien,OTC,6/19/2014,n/a,122
5227,MS,Jones,Lien,n/a,8/26/2013,8/9/2013,3721
9349,MS,Jones,Lien,n/a,8/25/2014,8/11/2014,4146
12869,MS,Jones,Lien,n/a,8/31/2015,8/29/2015,2726
76,MS,Kemper,Lien,OTC,6/26/2013,n/a,1
75,MS,Kemper,Lien,OTC,12/4/2013,n/a,1
74,MS,Kemper,Lien,OTC,6/19/2014,n/a,1
5194,MS,Kemper,Lien,n/a,8/26/2013,8/6/2013,669
9337,MS,Kemper,Lien,n/a,8/25/2014,8/7/2014,639
12870,MS,Kemper,Lien,n/a,8/31/2015,8/29/2015,414
1197,MS,Lafayette,Lien,OTC,6/26/2013,n/a,53
1180,MS,Lafayette,Lien,OTC,12/4/2013,n/a,50
1181,MS,Lafayette,Lien,OTC,12/4/2013,n/a,50
1188,MS,Lafayette,Lien,OTC,12/4/2013,n/a,52
1179,MS,Lafayette,Lien,OTC,6/19/2014,n/a,50
5228,MS,Lafayette,Lien,n/a,8/26/2013,8/9/2013,1246
9363,MS,Lafayette,Lien,n/a,8/25/2014,8/12/2014,1321
12871,MS,Lafayette,Lien,n/a,8/31/2015,8/29/2015,854
718,MS,Lamar,Lien,OTC,6/26/2013,n/a,12
185,MS,Lamar,Lien,OTC,12/4/2013,n/a,2
679,MS,Lamar,Lien,OTC,12/4/2013,n/a,11
678,MS,Lamar,Lien,OTC,6/19/2014,n/a,11
5195,MS,Lamar,Lien,n/a,8/26/2013,8/6/2013,2670
9433,MS,Lamar,Lien,n/a,8/25/2014,8/18/2014,2435
12872,MS,Lamar,Lien,n/a,8/31/2015,8/29/2015,2272
6751,MS,Lamar,n/a,n/a,N/A,12/4/2013,2
1646,MS,Lauderdale,Lien,OTC,6/26/2013,n/a,410
1638,MS,Lauderdale,Lien,OTC,12/4/2013,n/a,405
1639,MS,Lauderdale,Lien,OTC,12/4/2013,n/a,405
1641,MS,Lauderdale,Lien,OTC,12/4/2013,n/a,407
1633,MS,Lauderdale,Lien,OTC,6/19/2014,n/a,399
5229,MS,Lauderdale,Lien,n/a,8/26/2013,8/9/2013,4792
9434,MS,Lauderdale,Lien,n/a,8/25/2014,8/18/2014,4081
12873,MS,Lauderdale,Lien,n/a,8/31/2015,8/29/2015,3656
290,MS,Lawrence,Lien,OTC,6/26/2013,n/a,3
78,MS,Lawrence,Lien,OTC,12/4/2013,n/a,1
77,MS,Lawrence,Lien,OTC,6/19/2014,n/a,1
5230,MS,Lawrence,Lien,n/a,8/26/2013,8/9/2013,924
12874,MS,Lawrence,Lien,n/a,8/31/2015,8/29/2015,699
489,MS,Leake,Lien,OTC,6/26/2013,n/a,6
420,MS,Leake,Lien,OTC,12/4/2013,n/a,5
421,MS,Leake,Lien,OTC,12/4/2013,n/a,5
351,MS,Leake,Lien,OTC,6/19/2014,n/a,4
12875,MS,Leake,Lien,n/a,8/31/2015,8/29/2015,896
6752,MS,Leake,n/a,n/a,N/A,12/4/2013,5
1323,MS,Lee,Lien,OTC,6/26/2013,n/a,81
1132,MS,Lee,Lien,OTC,12/4/2013,n/a,43
1133,MS,Lee,Lien,OTC,12/4/2013,n/a,43
1290,MS,Lee,Lien,OTC,12/4/2013,n/a,74
1286,MS,Lee,Lien,OTC,6/19/2014,n/a,73
